MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustspeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
23.4,26.3,46.8,5.4,0.4,4,41,4,4,22,17,88,79,1010.4,1007.6,7,7,24.4,26.1,1,1
23,28.5,8,2.6,1.8,14,48,4,4,17,20,81,98,1010.9,1009.5,6,7,26,23.8,1,1
24,31.1,3.6,4.6,5.4,7,43,4,4,15,20,85,79,1011.6,1009.3,6,6,25.6,26.2,1,1
23.6,32.1,0,6.4,10,7,37,14,3,13,24,65,44,1010.1,1008.1,3,7,28.6,31.2,0,1
24.1,30.5,2,8.4,1.6,4,37,7,4,15,17,81,95,1010.6,1009,7,8,27.1,25.3,1,1
25.7,33.7,0,6.2,10.7,14,56,14,7,15,35,67,49,1007.6,1005.4,7,5,30,33,0,1
23.7,31.2,28.2,6.2,7.1,7,57,4,7,22,37,89,87,1007.9,1005.4,6,7,26.1,27,1,1
24.6,30.3,33.8,6.4,2.8,7,81,14,7,31,50,86,69,1005.6,1003.1,7,6,27.1,29.3,1,1
24.6,30.5,20.2,5.2,3.6,14,78,4,14,22,44,80,64,1004.4,1000.9,6,6,26.7,29,1,1
26.1,33.1,0,7.6,4,4,46,12,4,9,20,64,96,1004.9,1002.6,7,7,30.7,24.7,0,1
23.4,26,62.8,8.4,0,14,43,4,14,13,22,95,98,1005.3,1002.8,8,8,23.9,24.3,1,1
23.5,25.7,0.8,4,0,13,35,14,4,15,17,85,82,1009.3,1007.1,8,8,24.8,25.2,0,1
21.7,27.9,40.8,2.6,1.5,4,50,14,14,13,19,80,84,1008.4,1006.1,7,8,25.4,25,1,1
22.2,26.6,9.8,2.8,0.5,14,39,4,14,15,19,77,94,1007.2,1006.1,6,8,26,24,1,1
22.6,28.2,34,3.2,0.1,7,41,4,3,17,19,89,98,1008.8,1006.8,8,8,25.1,24.2,1,1
23.5,30.6,23,3.8,4.7,12,30,14,6,17,4,79,93,1010.7,1008.4,6,7,28.2,25.5,1,1
24.3,30.4,13.6,3.4,4.3,13,44,4,13,15,24,89,71,1010,1008.2,6,8,27,29,1,1
24.1,29.7,5.8,4.6,4.6,4,33,14,4,19,19,79,78,1009.9,1008.2,4,5,27.6,28.3,1,1
23.6,29.4,9.6,5,2.3,4,37,4,4,17,11,83,91,1010.4,1009.1,7,8,26.7,25.6,1,1
24.8,31,0,3.4,6.4,10,30,11,2,2,17,75,72,1006.8,1003.7,7,5,28.6,30.2,0,1
24.8,30.2,5.6,5.4,3.7,3,26,14,6,15,13,82,78,1006.6,1003.6,7,7,27.9,28.7,1,1
24.9,30.4,26.8,5.2,4.8,9,26,1,2,2,11,86,83,1004.8,1002,6,7,27.6,28.6,1,1
25.9,33.4,0.6,6.6,8.7,7,35,4,13,11,22,79,59,1007.6,1004.1,5,6,28.8,32.6,0,1
25.3,31.1,37,7.6,2.8,6,35,4,13,15,19,83,63,1008.7,1006.1,7,7,28,30.2,1,1
23.4,30.2,23.6,4.8,4.5,14,46,14,14,17,22,89,81,1010.4,1007.9,6,6,26.4,27.7,1,1
22.8,30.2,0,7.2,2.4,15,35,4,7,13,13,79,68,1011.7,1009.5,6,7,25.6,29,0,1
21.3,28.6,0,8.6,1.6,7,54,4,4,13,17,69,78,1011.2,1008,6,7,27.1,28.2,0,1
22.8,31.6,5.8,3,8.9,7,37,4,7,15,26,69,52,1011.6,1008.2,7,3,27.1,30.6,1,1
23.8,29.6,9.4,8,2.3,14,46,14,4,17,19,86,75,1012.3,1009.6,7,7,26,28.1,1,1
24.1,31.1,4.6,4.2,8.8,7,56,4,7,20,35,88,65,1013.4,1010.6,7,4,25.7,28.9,1,1
23.7,29.5,3.4,6.8,5.1,7,50,14,14,22,26,83,75,1012.3,1009.8,5,7,25.9,26.8,1,1
24.6,28,0,7,0.3,7,48,14,14,24,22,75,85,1010.9,1009.2,7,7,26.3,25.5,0,1
22.7,29.4,49.8,5.2,1,7,44,7,4,9,24,93,80,1012.8,1009.5,7,6,24.3,26.6,1,1
24.2,31.1,0,5.8,4.2,14,50,14,14,24,28,73,62,1014.1,1010.1,3,5,27,29.9,0,1
24,27.8,35.4,6.6,0.8,7,56,4,4,22,20,94,93,1011.2,1007.8,8,8,24.9,25.5,1,1
23.5,29.4,115.2,5.879670764,2.7,15,43,4,14,19,24,89,79,1011.2,1009,8,7,25.4,28.7,1,1
23.5,29,22.2,6,3,4,43,4,7,17,20,91,96,1011.6,1009.4,7,8,25.8,25.2,1,1
23.6,30.1,46.6,3,3,7,37,4,7,19,24,84,73,1013.1,1010.6,8,7,25.8,28.2,1,1
23.6,29.8,4,5,2,3,52,4,13,17,17,79,96,1011.9,1009.8,7,8,26.2,24,1,1
22.9,28.3,16.6,3.6,2.6,14,28,14,14,17,15,88,80,1011.4,1008.7,8,7,24.4,26.8,1,1
23.2,28.6,2.2,2.4,6.5,14,26,14,6,13,15,88,77,1011.5,1008.9,6,6,25.3,28,1,1
24.7,31.1,0.2,5.8,10.5,7,44,14,7,26,30,71,59,1013.7,1011,2,1,28.5,30.5,0,1
23.5,30.8,8.8,7.8,9.1,7,50,14,7,22,31,73,62,1013,1010.1,1,2,27.5,29.3,1,1
23.5,30.6,0.2,5.8,10.7,7,48,14,7,19,35,69,63,1012.9,1009.7,1,2,27.3,29.1,0,1
24.1,30.8,1.6,6.8,8.9,7,50,14,7,20,37,77,65,1012.8,1009.8,4,5,27.2,29.9,1,1
24,30.6,28.2,8,10.5,7,48,14,7,19,30,84,67,1013.9,1011.1,5,4,27.2,29.7,1,1
23.8,30.6,0.6,6.2,5.5,7,52,14,14,22,20,76,67,1011.9,1008.1,8,8,26.5,28.5,0,1
22.7,29,6,5.2,1.8,7,56,4,14,20,26,93,84,1007.9,1004.2,8,7,22.9,27.3,1,1
24.1,31.5,175.2,7.518493676,7.3,5,54,5,2,15,30,72,83,1006.2,1003.6,7,7,27.3,28.9,1,1
23.6,28,0,7.2,0.5,4,39,14,14,20,24,69,82,1015.5,1013.1,8,7,25.1,25.2,0,1
23.8,27.8,0.2,3.4,1.1,4,44,14,4,19,13,88,94,1012.2,1009.4,7,8,24.9,24.7,0,1
23.1,26.8,52.4,6.4,0.5,7,39,4,7,17,17,91,96,1012.7,1010.3,7,8,24.8,24.3,1,1
19,29.2,0,7.2,7.8,7,41,4,4,20,17,64,68,1017.3,1014.7,2,6,25,25.2,0,1
21.1,27.6,6,3,7.2,7,50,14,7,17,30,83,80,1017.7,1014.9,5,6,23.8,25.2,1,1
21.8,29.2,1.2,5,6.7,7,50,14,14,28,26,66,68,1018.3,1014.8,2,7,26,26.4,1,1
21.9,25.4,2,5,1.1,14,48,14,14,22,20,86,92,1017.3,1014,7,7,23.7,23,1,1
21.8,28.9,4.4,2.6,7.2,7,48,4,14,24,20,76,86,1016.2,1012.8,2,7,24.6,24.3,1,1
21.8,26.3,6.2,4.6,4,14,48,14,14,28,28,77,74,1015.4,1013.9,2,6,25.1,25.2,1,1
21.7,27.3,8.2,4,3.1,7,48,14,14,28,22,92,77,1017,1015.4,7,7,22.6,25,1,1
21.4,27.4,15.6,3.4,4.9,14,61,4,7,22,35,84,67,1018.4,1015.8,7,4,23.4,26.3,1,1
20.2,27,11.8,4.2,7.5,7,48,4,7,17,28,79,63,1018.2,1015.5,5,2,23.2,26,1,1
20.7,27,3.2,4,8.4,7,54,14,7,19,39,74,70,1018,1015.4,4,3,24.6,25.7,1,1
20.6,26.9,10.4,4.4,4.4,14,56,14,7,20,30,89,69,1016.9,1014.6,7,4,22.1,25.5,1,1
20.6,26.4,3.2,2.8,4.3,7,46,14,7,24,28,76,75,1016.7,1014.2,3,7,24,24.6,1,1
21.4,27.6,4.4,4.2,6.3,7,43,14,7,17,20,76,73,1016.8,1014.1,4,5,24.6,25.4,1,1
21.3,26,7.2,3.2,2.2,4,37,4,14,20,19,95,74,1017.1,1014.2,7,5,22.3,25.6,1,1
22,28.1,0,4,6.9,7,46,14,7,24,31,69,63,1017.1,1014.1,2,5,25,26.1,0,1
21.2,27.7,5.6,8,6,7,43,14,7,17,31,85,60,1016.4,1013.5,6,6,22.2,26.9,1,1
21.1,28.3,0,4.4,3.8,14,35,14,7,15,28,68,65,1015.1,1012.7,6,6,25.3,26.6,0,1
22.7,28.4,1,6.6,6.7,7,59,13,7,28,35,67,65,1015.9,1013.4,3,5,26,26,0,1
21,26.1,2.2,6,0.2,7,54,13,7,28,30,74,66,1016,1013.2,7,7,23.8,24.7,1,1
18.4,20.3,15.8,3.8,0,15,35,4,7,13,11,90,94,1016.8,1014.5,8,8,19.5,20.1,1,1
18.6,21.2,29.2,1.2,0.1,7,37,7,7,13,15,91,91,1013,1010.2,8,8,19.4,20.1,1,1
16.1,26.7,7,2.6,10.3,14,35,14,7,22,19,76,58,1013.5,1010.3,1,1,21.1,26.2,1,1
21,25.3,0.4,2.6,0.8,14,50,14,14,24,19,85,80,1013.3,1010.8,7,7,22.4,24.1,0,1
21.9,25.3,4.6,3.2,0.4,4,37,14,14,17,22,90,89,1013.9,1011.4,8,7,23.1,23.8,1,1
18.1,25.5,0,6.2,5.1,14,50,14,7,17,24,71,67,1019,1016.1,2,6,22.7,22.9,0,1
19.2,25.7,0,7,6.7,14,56,14,7,22,33,66,57,1019.3,1017.3,5,7,21.4,23.4,0,1
15.9,26.5,0,5.8,8.5,6,35,4,3,15,13,58,53,1018,1016,2,2,21.8,25.9,0,1
19.3,27,1.2,4.2,4.2,7,35,15,13,13,22,82,56,1020.3,1018.5,7,6,22,25.8,1,1
18.9,27.6,2,3.6,10.1,7,43,14,7,22,31,75,59,1022,1019.2,4,2,22.6,25.8,1,1
21,26.9,0,6.6,4.6,7,39,14,13,20,22,70,61,1020,1017.8,5,5,23.7,25.3,0,1
20.3,27.7,0.4,3,8.7,7,52,14,14,24,24,67,96,1021.5,1019,1,7,23.5,20.7,0,1
17.5,25.7,1,4.4,7.1,7,48,14,14,30,28,72,59,1021.5,1019,4,6,21.5,24.2,0,1
18.9,24.6,1,6.4,1.7,7,43,4,14,20,24,81,72,1019.9,1017.2,6,5,21.4,23,0,1
17.8,26.2,0,7.6,4.8,7,46,14,7,20,30,62,59,1019.9,1017.6,7,7,21.7,24.5,0,1
19.7,22.6,2.6,5.6,0,4,39,7,7,17,17,92,92,1020.4,1018.1,7,7,20.3,20.7,1,1
18.5,29.5,0.2,8.4,7.2,13,50,14,13,11,35,82,51,1018.4,1015.5,7,7,21.4,24.7,0,1
19.7,29.3,0,6.8,7,6,30,13,11,11,15,62,63,1016.4,1012.7,4,7,25.9,26.5,0,1
21.7,29.8,0.2,12,9.7,14,56,7,13,31,39,56,53,1019.4,1016.5,7,6,26.8,27.2,0,1
21.3,28.9,1.8,9.6,4.4,7,54,14,7,20,37,75,51,1019.7,1016.3,7,2,24.3,27.2,1,1
20.5,30.5,0.2,11.6,11.2,13,54,14,13,30,39,49,48,1018.2,1015,2,6,27,28,0,1
22.8,32.5,0,9.4,11.2,13,41,13,12,22,28,46,44,1016.4,1013.2,2,2,29,31,0,1
24.9,33.3,0,10,11.8,3,41,3,6,13,22,61,58,1013.4,1010.8,1,4,30.1,30.6,0,1
23.6,32.7,0,10,9,13,43,7,3,22,22,74,46,1012,1010.2,7,1,27.2,31.6,0,1
23.4,32.2,5.4,8.2,9.443027061,3,41,14,13,13,26,80,50,1013.1,1009.7,5,2,26.2,30.1,1,1
21.9,29.5,7,22,4,13,43,15,13,11,24,85,62,1012.4,1009.6,6,5,24.9,28.7,1,1
24.7,32.1,0,7.8,7.4,14,43,2,2,22,20,56,72,1008.3,1004,5,6,30,29.2,0,1
26,32.9,0.6,7.4,2.8,10,35,2,2,9,20,74,87,1009.2,1006,8,7,29.5,28.9,0,1
24.9,33.5,0,8,6.7,14,46,13,12,13,28,62,53,1012.5,1009.8,5,4,30.1,32.2,0,1
23.9,31.1,0,10.2,8.3,12,30,7,6,11,17,68,61,1009.4,1006.9,5,3,28.7,30.2,0,1
24.7,31.5,0,8.649655456,5.113746216,7,56,1,7,11,31,59,100,1010.4,1010.8,5.239149306,8.24111885,29.8,24,0,1
21.6,28.4,0.2,7.191872687,8.4123852,4,39,14,7,30,33,64,63,1017.7,1016,4.566663611,4.525736686,26.5,26.1,0,1
21.6,29.1,1.2,5.660552765,6.469608637,14,33,14,7,17,17,84,72,1015.7,1013.5,5.659024376,5.299671063,24.7,28.1,1,1
22.7,30.2,0.2,7.443774615,8.000146224,13,43,14,7,28,28,76,65,1017.7,1016.8,5.192676449,4.699896558,25.6,28.4,0,1
22.8,31.6,0,7.289920168,7.677888119,11,37,2,11,13,31,66,68,1011.1,1007.8,4.874476113,5.211031393,27.7,28.1,0,1
22.3,29.4,0,7.140500815,5.428991558,14,54,14,4,31,24,67,92,1012.4,1011.4,4.936089095,7.359775817,28.1,25.4,0,1
22.7,28,14,6.333044255,5.39376847,12,59,3,13,33,31,81,79,1011.3,1009.5,6.224918837,6.410484958,26.3,26,1,1
22.8,28.5,0.8,7.551893329,7.005954567,7,57,7,14,37,31,67,64,1009.7,1007.9,5.581364368,5.253205662,25.9,27.9,0,1
21.9,28.7,7.2,6.543854758,6.673260441,3,43,13,13,30,20,79,65,1010,1008.7,5.809756375,5.334208122,25.1,28.1,1,1
23.3,30.9,0.4,6.815157476,7.410402374,5,28,16,12,7,20,78,60,1011.4,1009.3,5.902837264,4.556274991,25,29.8,0,1
23.9,30.5,1.6,7.002839187,5.505017794,13,57,7,3,11,13,75,72,1012.7,1011.6,5.874852528,6.364447551,28.2,29.1,1,1
21.1,26,93.6,4.329862977,0.727971712,13,48,15,14,19,20,100,99,1018.1,1016,7.775353794,7.627574279,21.3,24.8,1,1
21.1,28.9,55,6.552231001,6.981093094,7,46,13,7,28,31,77,61,1019.1,1017.6,5.317402309,4.507258326,26,28.1,1,1
21.8,27.6,8.2,5.07391267,6.863643868,14,44,4,7,22,30,99,68,1020.1,1018.5,6.559495418,4.638591972,23.5,27.2,1,1
24.5,31.9,0,7.717244866,6.223184982,1,50,10,2,19,30,62,79,1010.1,1006.4,4.986320881,6.569090351,30.1,27.3,0,1
23.3,28.4,19.4,5.964309926,2.86310933,14,54,11,14,11,20,81,100,1010,1008.9,6.681443906,8.421085902,27,24,1,1
21.6,30.2,0.4,7.808651427,7.92425517,7,57,14,7,28,31,65,65,1019.2,1017.3,4.37176789,5.153271484,27.1,27.2,0,1
24.6,27.7,0,7.79735226,6.64640447,14,57,4,14,37,39,70,80,1017.2,1017.5,5.819521871,6.014567065,27.3,24.4,0,1
22,27.9,16.6,7.255067704,5.77041038,14,61,14,4,31,30,77,78,1021.4,1020.9,5.571684543,6.38866439,25.3,23.8,1,1
21.1,28.4,3.6,6.669701446,7.477017661,7,59,4,7,31,37,84,62,1022.3,1019.4,5.532369452,4.694832299,23.4,26.1,1,1
21,27.7,4.8,5.773748561,5.495725808,7,52,4,7,31,39,82,99,1018.8,1016.9,5.438211003,6.937653145,25.3,23.1,1,1
21.7,28,32.8,5.197638663,4.864842667,7,31,14,7,20,15,80,78,1017.2,1014.1,5.693946844,5.912577632,25.8,26.9,1,1
22.8,24.5,13.4,3.934832081,3.193749337,7,59,4,4,15,31,98,87,1013.5,1010.5,7.941935289,7.034785716,24.5,22.9,1,1
21,25.6,106.8,5.123610419,2.134452924,7,63,7,7,43,43,98,89,1011,1008.7,7.80112819,7.194792736,22.6,23.3,1,1
22.1,27.4,13.4,6.546325043,6.758047614,7,72,7,7,39,54,81,78,1011.4,1009.9,6.276883029,5.611482356,25.6,25.6,1,1
23.7,28,0,7.033240865,4.596546626,6,46,3,3,28,26,63,93,1012.1,1009.9,5.528737588,7.408669254,27.3,23.9,0,1
22.9,26.7,4.2,5.604959379,6.104904633,12,41,12,3,28,26,83,73,1012.1,1010.8,6.421964459,5.540495716,25.8,26.1,1,1
24.3,29.6,1.8,7.782977846,6.55210944,12,41,3,3,31,20,72,62,1014.5,1012.2,5.820229671,5.145387434,24.8,28.3,1,1
23,30.5,0,9.353038327,9.427445153,4,63,4,4,37,41,62,53,1022.2,1021.7,4.410467875,4.199522531,26.8,27.1,0,1
20.1,27.3,0.6,8.025752865,9.166273813,7,69,7,14,50,50,56,62,1027.5,1025.1,3.63842862,4.069525688,25.6,25.3,0,1
19.8,25.4,3.2,6.252704451,5.982016773,14,80,13,7,37,46,79,80,1024.5,1022.2,5.62228226,5.889045117,22.7,23,1,1
19.2,26.9,5.4,6.676477887,7.152027156,14,54,4,4,35,24,66,61,1022.6,1019.7,4.414690613,4.806034177,23.7,26.1,1,1
23.2,28.3,0.2,7.992962078,7.243680319,7,50,14,7,28,31,60,64,1021.9,1019.7,4.907137724,5.035654754,26.1,25.5,0,1
19.6,28,0,6.020407925,8.226467488,14,35,14,7,19,22,64,61,1022.7,1019.9,3.941586805,4.287204004,26.5,26.9,0,1
20.4,28,0.2,5.46715892,6.25363992,6,43,2,6,15,20,78,68,1017.9,1014.1,5.341207998,5.33117745,24.5,26.7,0,1
17.5,27.4,0,6.990226858,9.328618244,7,44,4,7,30,37,57,59,1020.3,1018.2,3.45318351,4.105858913,24.4,24.8,0,1
18.9,27.3,0.4,6.63508883,8.521988818,14,48,4,14,30,31,65,59,1024.2,1021.8,4.021114416,4.154086392,24.5,25.9,0,1
18.9,26.6,3.4,5.992690213,7.492784547,14,52,4,14,30,31,75,64,1023.8,1021.1,4.727280585,4.708217666,23.5,24.9,1,1
19.6,24.7,0.6,5.197078164,6.384460739,7,54,4,7,19,33,74,70,1021.3,1018.6,5.593913833,4.99064293,23.3,24.4,0,1
19.6,24,17.2,4.987252726,2.744223036,7,56,13,4,24,17,81,94,1021.5,1019.4,6.194717368,7.636788661,21.9,21.4,1,1
18.6,26.1,4,5.399798055,6.705839401,14,39,4,14,19,17,71,67,1022.2,1019.9,4.651767428,5.071924609,24,25.1,1,1
18,26.6,0,6.255174675,8.827071602,14,48,14,14,28,35,64,56,1025,1021.8,3.89782829,3.811832339,24,25.3,0,1
18.8,21.9,115.2,3.421828077,-1.480357173,12,46,6,1,31,11,99,99,1021.7,1017.9,7.815151813,8.702251349,19.1,19,1,1
16.6,19.5,0.8,2.074865455,1.939639499,4,35,1,4,6,15,88,99,1019.2,1015.5,6.877769981,7.596594022,18.4,17.6,0,1
17,23.6,0,5.679874697,6.740397622,4,37,14,13,26,17,66,53,1019.3,1016,4.814837055,4.866142734,20.7,21.7,0,1
16.5,22.7,1,5.120117041,6.963769563,14,43,4,14,17,30,71,61,1019.1,1017.3,5.358493168,4.688379127,19.9,21.4,0,1
16.3,22.2,9.2,3.986789742,3.393574454,5,69,11,5,39,22,93,75,1012.1,1007.8,6.524706814,7.510013372,20,18.9,1,1
12.5,22,0,4.39015104,6.13374592,4,26,1,9,9,17,58,77,1016.3,1014.6,3.984889482,5.917883191,19.2,19.1,0,1
12.2,22.9,0,4.066308956,6.550315383,8,19,16,6,9,11,65,66,1022.6,1018.7,3.789209338,4.96385271,17.5,20.8,0,1
14.5,22.4,0,5.606982717,8.410310957,14,59,4,14,31,43,68,60,1031.5,1029.5,4.09720844,3.974455115,19.2,20.4,0,1
14.9,20.4,4.8,3.38400103,6.241280223,7,59,4,7,33,46,99,77,1030.4,1028.1,6.141371777,4.855808315,16.2,19,1,1
12.2,17.6,0,2.819655283,5.179971113,14,37,15,14,9,20,75,70,1025.9,1023.6,5.425134319,5.236818363,15.4,17,0,1
12.7,18.5,0.2,5.153159089,5.396068646,1,39,9,9,13,13,53,56,1020,1018,4.846473189,5.396688436,15.4,16.8,0,1
11,22.2,0,3.176458671,6.275854385,2,33,9,10,6,13,76,61,1020,1015.6,4.377736835,5.088242761,17,20.5,0,1
14.7,21.7,0,4.468660379,6.854136943,14,31,4,7,7,24,65,63,1027.5,1024.6,4.556887644,4.385955036,18.5,20.3,0,1
15.3,22.1,0.4,5.442371901,5.777617795,14,48,14,14,35,30,67,82,1030.9,1028.2,4.22192101,6.024028926,18.9,17.8,0,1
15.6,21.3,29.8,3.920053068,3.487109163,2,48,6,2,35,19,77,86,1026.3,1022.6,5.124912475,6.871851873,20.2,18.7,1,1
11.4,24.1,0,5.745568849,8.384551051,6,54,8,6,9,24,56,48,1023.5,1020.8,3.195470008,4.20943335,18.9,22,0,1
16.4,20.5,12,4.039052621,1.259856395,11,63,6,1,41,7,75,99,1020.7,1017.3,5.644421159,8.691011671,20.3,18.4,1,1
14.1,27.5,0,5.766864722,7.985707216,5,48,9,5,17,15,65,47,1017.6,1012.9,3.529107554,4.362974519,21.1,26.4,0,1
17.2,18,6.2,1.560087174,1.756718752,5,37,10,10,19,17,99,94,1017.1,1013.6,7.749667992,7.397470967,17.8,17.1,1,1
13.7,18.5,0,2.46539464,3.349714075,5,31,5,5,11,11,70,84,1018.9,1014.8,5.436961454,6.729972734,18.2,17.3,0,1
20.5,25.9,0,5.895721334,6.016660794,11,46,2,11,24,35,69,76,1021.1,1016.8,5.230946822,5.661623203,23.7,22.6,0,1
19.7,23.2,3.4,3.482029332,3.848499613,11,39,10,5,15,22,92,91,1017.8,1015.6,6.848984249,6.657838109,21.7,21.9,1,1
15.1,20.7,0,6.157042861,7.628874524,4,30,9,4,9,17,42,42,1020.2,1018.7,4.248633221,3.837327789,19.2,20.3,0,1
14.1,21.1,11.4,2.05788956,4.300957696,14,37,4,14,19,28,99,99,1020.8,1019.1,6.066586161,6.696322692,18.2,18.8,1,1
17.6,23.8,17,3.950420543,5.587204762,4,41,15,4,17,28,100,69,1020.9,1018.6,6.746906186,5.113008615,18.3,22.4,1,1
18.2,21.3,1.2,4.468645604,5.673798127,7,46,14,14,20,28,77,68,1024.2,1021.9,6.006127357,5.107036872,20.4,20.6,1,1
16.6,26.2,0.4,4.627779934,6.944249463,11,41,11,11,13,31,70,72,1018.7,1013.9,4.380158046,5.127393629,23.2,24,0,1
20.3,28.1,2,5.841044712,4.639012873,11,39,5,6,13,26,80,87,1015.4,1011.1,5.590630062,7.478223712,23.7,20.4,1,1
18.5,24.9,34.8,4.860741193,4.114203345,4,54,7,7,13,31,84,86,1012.6,1011.5,6.425732137,7.156015534,23.1,20.9,1,1
15.9,22.2,0.6,6.192952817,6.634339388,7,50,7,14,31,30,50,71,1026.5,1024.2,3.73940829,5.529357803,21.7,18.9,0,1
15.6,19.7,2.2,3.385523062,2.176181275,13,56,7,4,22,13,77,95,1026.5,1022.9,5.681539982,7.77032963,18.9,17.4,1,1
16.3,23,34.6,2.855962417,2.860711072,4,39,15,4,11,28,100,100,1023.9,1020.6,6.617497616,7.110012736,17.9,19.3,1,1
17.1,29.5,0,6.380693879,6.301800786,11,41,5,11,19,33,62,98,1016.9,1013.5,3.382500583,7.302135381,25.1,21.7,0,1
19.5,22.1,20.6,4.936043086,4.552266708,7,63,4,14,30,50,79,93,1019.2,1017.8,6.558423263,6.520687811,21.9,19.5,1,1
17.6,19.8,41.4,4.274557859,2.601043272,14,69,4,14,37,39,89,90,1022,1020.1,7.173666832,7.171030706,18.3,17.3,1,1
16.1,20.6,24.2,4.373241604,4.791344584,14,80,4,14,44,61,99,96,1023.1,1022.8,6.893464221,6.605881702,17.3,17,1,1
15.7,21.4,79.2,5.336812998,4.700879143,13,78,7,7,54,46,77,76,1027,1025.8,5.455858424,5.664352878,20.4,20.6,1,1
18.4,25,0,4.545491119,4.352442366,2,65,10,2,13,35,82,79,1010.7,1005.6,6.436808395,6.726303408,21.7,22.3,0,1
16.6,26.1,0,5.312999328,7.907312626,11,39,2,11,17,31,60,66,1018,1014.3,3.849021941,4.625377936,24.2,24.5,0,1
15.7,25.2,0,6.139276946,8.581781525,14,37,14,3,28,19,52,52,1018.4,1016.2,3.26231523,4.21157134,23.8,24.4,0,1
19.7,22.7,2.6,4.913181028,3.66575626,3,41,12,2,20,13,70,80,1018.1,1015.1,5.957936605,6.858412801,22.4,20.6,1,1
17.2,25.7,0.8,5.785152326,6.974658276,4,48,14,13,20,19,68,66,1020,1018.8,4.458657888,5.29887492,23.3,24.2,0,1
20.8,26.6,2.2,6.332007627,6.879057593,12,31,6,6,19,17,71,63,1022.3,1020.7,5.133553203,4.906594596,23.7,24.6,1,1
20.1,25.6,3.2,5.454887958,6.517477255,12,39,12,12,19,20,79,67,1025.3,1023.6,5.437937921,4.892733448,23,24.6,1,1
19.5,23.3,0.4,3.898227091,3.844936636,14,31,7,14,19,20,80,99,1013.9,1012.3,6.209445332,7.147022024,22.8,21.5,0,1
18.9,24.7,12,5.147647711,5.179054388,14,61,14,14,30,35,94,85,1015.8,1015.8,6.661766483,6.449348157,20.9,22.4,1,1
19.1,24.4,1,6.516561768,7.756730299,14,48,14,14,33,33,65,58,1021.9,1020.3,4.871222347,4.472326511,22.9,22.7,0,1
18.7,24.8,3.6,5.878963923,7.860647355,13,59,7,13,35,43,81,64,1021.9,1020.8,5.431000241,4.607209849,22.5,22.8,1,1
20.2,25.6,1.4,7.366462646,7.516848904,13,57,13,7,41,28,64,56,1024.2,1022.6,4.764629956,4.520003275,23.1,24.7,1,1
18.5,24.6,4.4,4.779098172,5.837857526,13,56,12,13,11,30,93,66,1024.5,1022,6.469493904,5.118818834,19.5,22.9,1,1
21.2,28,0.6,7.077612277,6.496663986,6,48,12,12,19,17,62,62,1013.1,1011.2,5.054188968,5.605483716,25.9,26.3,0,1
21.8,27.1,1.4,6.469400289,5.818693562,6,48,12,12,28,26,76,75,1014.3,1012.6,5.890604641,6.04858621,24.3,24.7,1,1
21,26.4,5.4,5.26055041,5.526634729,12,39,12,12,13,22,77,79,1017.3,1015.4,5.774413574,5.968920566,25,24.5,1,1
20.9,23.4,4.4,4.595789556,3.451059407,3,50,12,3,15,20,80,81,1017.2,1013.9,6.817557216,6.673573321,22.3,22.3,1,1
20.9,23.1,6.2,4.518919026,4.615614022,6,54,12,12,28,37,81,81,1012,1008.9,6.94529222,6.03587844,22.8,23,1,1
19.9,26,23.8,4.339954311,4.192638617,3,41,12,3,15,24,98,83,1010.6,1008.7,7.154082221,6.636675181,21.7,23.6,1,1
20.5,24.6,22.8,4.61360395,3.995383376,3,46,7,7,33,31,92,92,1011.6,1010.1,6.955112109,6.981951055,22.5,22.3,1,1
20.9,26.5,48.6,4.905876006,4.069183528,7,41,14,7,20,35,93,93,1014.1,1012.9,6.865202671,6.891464192,23.6,22.6,1,1
24.1,29.7,0,7.061787424,3.327159491,10,37,10,12,20,9,65,99,1007.6,1005.4,5.460093198,8.928203108,29.1,22.9,0,1
21.7,31.3,0,8.142446841,5.624370294,7,52,5,7,20,22,64,87,1007.7,1006.8,4.719101838,7.988336829,28,23.6,0,1
22.1,29.9,2,6.681156189,5.442830226,11,61,7,2,17,30,71,77,1006.5,1002.7,5.693787995,6.766604066,27.1,26.5,1,1
22,28.3,1.4,6.783405144,5.14180453,5,31,7,5,9,13,67,78,1006.2,1005.2,5.707614025,7.201245366,26.3,23.1,1,1
21,23.4,2.2,5.241704994,3.181867167,14,37,8,14,9,24,76,91,1006.7,1005.4,7.217353651,7.806168786,21.9,18.8,1,1
18.4,25,0,5.887014626,4.995905468,14,54,14,4,26,28,70,89,1016.7,1015.2,5.16533438,7.207694988,23.1,20.4,0,1
19.3,26.5,18.6,4.939711457,6.090791609,7,43,14,14,24,24,82,78,1016.7,1015.5,5.4193585,5.707870185,25,25.4,1,1
22.7,25.6,4.2,5.89212952,5.279722777,14,63,14,14,44,43,81,93,1017.1,1015.7,6.247059781,6.529311416,25.5,23.7,1,1
22.2,24.8,71,3.534922566,1.427777768,7,41,4,7,17,20,100,92,1015.3,1012.3,8.037669499,7.123801607,23.1,24.5,1,1
